WaterSourceID,WaterSourceUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,Geometry,GNISFeatureNameCV
4,Abbot Creek-CODWR,A100,Abbot Creek,Uknown,Fresh,,
5,Acme Creek-CODWR,A101,Acme Creek,Uknown,Fresh,,
6,Acorn Creek-CODWR,A102,Acorn Creek,Uknown,Fresh,,
7,Adams Creek-CODWR,A103,Adams Creek,Uknown,Fresh,,
8,Adams Fork Conejos River-CODWR,A104,Adams Fork Conejos River,Uknown,Fresh,,
9,Adobe Creek-CODWR,A105,Adobe Creek,Uknown,Fresh,,
10,Agate Creek-CODWR,A106,Agate Creek,Uknown,Fresh,,
11,Agua Canyon-CODWR,A107,Agua Canyon,Uknown,Fresh,,
12,Agua Ramon Creek-CODWR,A108,Agua Ramon Creek,Uknown,Fresh,,
13,Aichers Draw-CODWR,A109,Aichers Draw,Uknown,Fresh,,
14,Alamo Canyon-CODWR,A110,Alamo Canyon,Uknown,Fresh,,
15,Alamo Creek-CODWR,A111,Alamo Creek,Uknown,Fresh,,
16,Alamosa River-CODWR,A112,Alamosa River,Uknown,Fresh,,
17,Albert Creek-CODWR,A113,Albert Creek,Uknown,Fresh,,
18,Alder Creek-CODWR,A114,Alder Creek,Uknown,Fresh,,
19,Alderdice Draw-CODWR,A115,Alderdice Draw,Uknown,Fresh,,
20,Aldrich Slough-CODWR,A116,Aldrich Slough,Uknown,Fresh,,
21,Alfalfa Run-CODWR,A117,Alfalfa Run,Uknown,Fresh,,
22,Alkali Canyon-CODWR,A118,Alkali Canyon,Uknown,Fresh,,
23,Alkali Creek-CODWR,A119,Alkali Creek,Uknown,Fresh,,
24,Alkali Slough Creek-CODWR,A120,Alkali Slough Creek,Uknown,Fresh,,
25,Allen Creek-CODWR,A121,Allen Creek,Uknown,Fresh,,
26,Allenwater Creek-CODWR,A122,Allenwater Creek,Uknown,Fresh,,
27,Alpine Brook-CODWR,A123,Alpine Brook,Uknown,Fresh,,
28,Alum Gulch-CODWR,A124,Alum Gulch,Uknown,Fresh,,
29,Alvarado Creek-CODWR,A125,Alvarado Creek,Uknown,Fresh,,
30,Anderson Arroyo-CODWR,A126,Anderson Arroyo,Uknown,Fresh,,
31,Anderson Auroya-CODWR,A127,Anderson Auroya,Uknown,Fresh,,
32,Animas River-CODWR,A128,Animas River,Uknown,Fresh,,
33,Antelope Creek-CODWR,A129,Antelope Creek,Uknown,Fresh,,
34,Antelope Draw-CODWR,A130,Antelope Draw,Uknown,Fresh,,
35,Antelope Gulch Creek-CODWR,A131,Antelope Gulch Creek,Uknown,Fresh,,
36,Anthracite Creek-CODWR,A132,Anthracite Creek,Uknown,Fresh,,
37,Apache Creek-CODWR,A133,Apache Creek,Uknown,Fresh,,
38,Apex Gulch-CODWR,A134,Apex Gulch,Uknown,Fresh,,
39,Apishapa River-CODWR,A135,Apishapa River,Uknown,Fresh,,
40,Arapaho Creek-CODWR,A136,Arapaho Creek,Uknown,Fresh,,
41,ARAPAHOE-CODWR,A137,ARAPAHOE,Uknown,Fresh,,
42,Archuleta Creek-CODWR,A138,Archuleta Creek,Uknown,Fresh,,
43,Arikaree River-CODWR,A139,Arikaree River,Uknown,Fresh,,
44,Arkansas River-CODWR,A140,Arkansas River,Uknown,Fresh,,
45,Armstrong Canyon-CODWR,A141,Armstrong Canyon,Uknown,Fresh,,
46,Armstrong Creek-CODWR,A142,Armstrong Creek,Uknown,Fresh,,
47,Arroyo Escondido-CODWR,A143,Arroyo Escondido,Uknown,Fresh,,
48,Ashcroft Draw-CODWR,A144,Ashcroft Draw,Uknown,Fresh,,
49,Aspen Brook-CODWR,A145,Aspen Brook,Uknown,Fresh,,
50,Aspen Creek-CODWR,A146,Aspen Creek,Uknown,Fresh,,
51,Aspen Gulch-CODWR,A147,Aspen Gulch,Uknown,Fresh,,
52,Atascadero Arroya-CODWR,A148,Atascadero Arroya,Uknown,Fresh,,
53,Aubury Creek-CODWR,A149,Aubury Creek,Uknown,Fresh,,
54,Austrian Creek-CODWR,A150,Austrian Creek,Uknown,Fresh,,
55,Avalanche Creek-CODWR,A151,Avalanche Creek,Uknown,Fresh,,
56,Avoca Brook-CODWR,A152,Avoca Brook,Uknown,Fresh,,
57,Aztec Wash-CODWR,A153,Aztec Wash,Uknown,Fresh,,
58,Bachelor Gulch-CODWR,A154,Bachelor Gulch,Uknown,Fresh,,
59,Badger Creek-CODWR,A155,Badger Creek,Uknown,Fresh,,
60,Badgero Creek-CODWR,A156,Badgero Creek,Uknown,Fresh,,
61,Baker Arroyo-CODWR,A157,Baker Arroyo,Uknown,Fresh,,
62,Balanger Creek-CODWR,A158,Balanger Creek,Uknown,Fresh,,
63,Bald Mountain Draw-CODWR,A159,Bald Mountain Draw,Uknown,Fresh,,
64,Baldwin Creek-CODWR,A160,Baldwin Creek,Uknown,Fresh,,
65,Baldy Creek-CODWR,A161,Baldy Creek,Uknown,Fresh,,
66,Balm of Gilead Creek-CODWR,A162,Balm of Gilead Creek,Uknown,Fresh,,
67,Bangs Canyon-CODWR,A163,Bangs Canyon,Uknown,Fresh,,
68,Banita Creek-CODWR,A164,Banita Creek,Uknown,Fresh,,
69,Bar Seven L Creek-CODWR,A165,Bar Seven L Creek,Uknown,Fresh,,
70,Barbara Creek-CODWR,A166,Barbara Creek,Uknown,Fresh,,
71,Barber Creek-CODWR,A167,Barber Creek,Uknown,Fresh,,
72,Bard Creek-CODWR,A168,Bard Creek,Uknown,Fresh,,
73,Barger Gulch-CODWR,A169,Barger Gulch,Uknown,Fresh,,
74,Barnard Creek-CODWR,A170,Barnard Creek,Uknown,Fresh,,
75,Barnes Meadow Creek-CODWR,A171,Barnes Meadow Creek,Uknown,Fresh,,
76,Barney Creek-CODWR,A172,Barney Creek,Uknown,Fresh,,
77,Barret Creek-CODWR,A173,Barret Creek,Uknown,Fresh,,
78,Barton Creek-CODWR,A174,Barton Creek,Uknown,Fresh,,
79,Basin Creek-CODWR,A175,Basin Creek,Uknown,Fresh,,
80,Basin Gulch-CODWR,A176,Basin Gulch,Uknown,Fresh,,
81,Battle Creek-CODWR,A177,Battle Creek,Uknown,Fresh,,
82,Battlement Creek-CODWR,A178,Battlement Creek,Uknown,Fresh,,
83,Baxter Creek-CODWR,A179,Baxter Creek,Uknown,Fresh,,
84,Bead Creek-CODWR,A180,Bead Creek,Uknown,Fresh,,
85,Bear Canon Creek-CODWR,A181,Bear Canon Creek,Uknown,Fresh,,
86,Bear Canyon Creek-CODWR,A182,Bear Canyon Creek,Uknown,Fresh,,
87,Bear Creek-CODWR,A183,Bear Creek,Uknown,Fresh,,
88,Bear Gulch-CODWR,A184,Bear Gulch,Uknown,Fresh,,
89,Bear Park Creek-CODWR,A185,Bear Park Creek,Uknown,Fresh,,
90,Bear River-CODWR,A186,Bear River,Uknown,Fresh,,
91,Beard Creek-CODWR,A187,Beard Creek,Uknown,Fresh,,
92,Beaton Creek-CODWR,A188,Beaton Creek,Uknown,Fresh,,
93,Beaver Brook-CODWR,A189,Beaver Brook,Uknown,Fresh,,
94,Beaver Creek-CODWR,A190,Beaver Creek,Uknown,Fresh,,
95,Beaver Lake Creek-CODWR,A191,Beaver Lake Creek,Uknown,Fresh,,
96,Beck Gulch-CODWR,A192,Beck Gulch,Uknown,Fresh,,
97,Bedrock Creek-CODWR,A193,Bedrock Creek,Uknown,Fresh,,
98,Beef Canyon-CODWR,A194,Beef Canyon,Uknown,Fresh,,
99,Bell Creek-CODWR,A195,Bell Creek,Uknown,Fresh,,
100,Bell Rock Gulch-CODWR,A196,Bell Rock Gulch,Uknown,Fresh,,
101,Bellows Creek-CODWR,A197,Bellows Creek,Uknown,Fresh,,
102,Ben Morgan Canyon-CODWR,A198,Ben Morgan Canyon,Uknown,Fresh,,
103,Ben Tyler Gulch-CODWR,A199,Ben Tyler Gulch,Uknown,Fresh,,
104,Bend Creek-CODWR,A200,Bend Creek,Uknown,Fresh,,
105,Benner Gulch-CODWR,A201,Benner Gulch,Uknown,Fresh,,
106,Bennett Creek-CODWR,A202,Bennett Creek,Uknown,Fresh,,
107,Bent Canyon Creek-CODWR,A203,Bent Canyon Creek,Uknown,Fresh,,
108,Bernard Creek-CODWR,A204,Bernard Creek,Uknown,Fresh,,
109,Berri Creek-CODWR,A205,Berri Creek,Uknown,Fresh,,
110,Berry Creek-CODWR,A206,Berry Creek,Uknown,Fresh,,
111,Berry Gulch-CODWR,A207,Berry Gulch,Uknown,Fresh,,
112,Berwind Arroyo-CODWR,A208,Berwind Arroyo,Uknown,Fresh,,
113,Biedell Creek-CODWR,A209,Biedell Creek,Uknown,Fresh,,
114,Bieser Creek-CODWR,A210,Bieser Creek,Uknown,Fresh,,
115,Big Alkali Creek-CODWR,A211,Big Alkali Creek,Uknown,Fresh,,
116,Big Bear Creek-CODWR,A212,Big Bear Creek,Uknown,Fresh,,
117,Big Beaver Creek-CODWR,A213,Big Beaver Creek,Uknown,Fresh,,
118,Big Bend Creek-CODWR,A214,Big Bend Creek,Uknown,Fresh,,
119,Big Blue Creek-CODWR,A215,Big Blue Creek,Uknown,Fresh,,
120,Big Canyon Creek-CODWR,A216,Big Canyon Creek,Uknown,Fresh,,
121,Big Cottonwood Creek-CODWR,A217,Big Cottonwood Creek,Uknown,Fresh,,
122,Big Creek-CODWR,A218,Big Creek,Uknown,Fresh,,
123,Big Dominguez Creek-CODWR,A219,Big Dominguez Creek,Uknown,Fresh,,
124,Big Draw-CODWR,A220,Big Draw,Uknown,Fresh,,
125,Big Dry Creek-CODWR,A221,Big Dry Creek,Uknown,Fresh,,
126,Big Fish Creek-CODWR,A222,Big Fish Creek,Uknown,Fresh,,
127,Big Foundation Creek-CODWR,A223,Big Foundation Creek,Uknown,Fresh,,
128,Big Gulch-CODWR,A224,Big Gulch,Uknown,Fresh,,
129,Big Hollow-CODWR,A225,Big Hollow,Uknown,Fresh,,
130,Big Joe Draw-CODWR,A226,Big Joe Draw,Uknown,Fresh,,
131,Big Salt Wash-CODWR,A227,Big Salt Wash,Uknown,Fresh,,
132,Big Sandy Creek-CODWR,A228,Big Sandy Creek,Uknown,Fresh,,
133,Big Spring Creek-CODWR,A229,Big Spring Creek,Uknown,Fresh,,
134,Big Spring Gulch-CODWR,A230,Big Spring Gulch,Uknown,Fresh,,
135,Big Thompson River-CODWR,A231,Big Thompson River,Uknown,Fresh,,
136,Big Union Creek-CODWR,A232,Big Union Creek,Uknown,Fresh,,
137,Bighole Gulch-CODWR,A233,Bighole Gulch,Uknown,Fresh,,
138,Bighorn Creek-CODWR,A234,Bighorn Creek,Uknown,Fresh,,
139,Bijou Creek-CODWR,A235,Bijou Creek,Uknown,Fresh,,
140,Bill Creek-CODWR,A236,Bill Creek,Uknown,Fresh,,
141,Bill Tyler Gulch-CODWR,A237,Bill Tyler Gulch,Uknown,Fresh,,
142,Billings Canyon-CODWR,A238,Billings Canyon,Uknown,Fresh,,
143,Billy Creek-CODWR,A239,Billy Creek,Uknown,Fresh,,
144,Birdie Gulch-CODWR,A240,Birdie Gulch,Uknown,Fresh,,
145,Birdseye Gulch-CODWR,A241,Birdseye Gulch,Uknown,Fresh,,
146,Bishop Gulch-CODWR,A242,Bishop Gulch,Uknown,Fresh,,
147,Black Canyon Creek-CODWR,A243,Black Canyon Creek,Uknown,Fresh,,
148,Black Cloud Creek-CODWR,A244,Black Cloud Creek,Uknown,Fresh,,
149,Black Creek-CODWR,A245,Black Creek,Uknown,Fresh,,
150,Black Draw-CODWR,A246,Black Draw,Uknown,Fresh,,
151,Black Hollow Creek-CODWR,A247,Black Hollow Creek,Uknown,Fresh,,
152,Black Mountain Creek-CODWR,A248,Black Mountain Creek,Uknown,Fresh,,
153,Black Squirrel Creek-CODWR,A249,Black Squirrel Creek,Uknown,Fresh,,
154,Black Sulphur Creek-CODWR,A250,Black Sulphur Creek,Uknown,Fresh,,
155,Blacks Gulch-CODWR,A251,Blacks Gulch,Uknown,Fresh,,
156,Blacktail Creek-CODWR,A252,Blacktail Creek,Uknown,Fresh,,
157,Blackwell Arroyo-CODWR,A253,Blackwell Arroyo,Uknown,Fresh,,
158,Blue Creek-CODWR,A254,Blue Creek,Uknown,Fresh,,
159,Blue Gravel Creek-CODWR,A255,Blue Gravel Creek,Uknown,Fresh,,
160,Blue River-CODWR,A256,Blue River,Uknown,Fresh,,
161,Blue Springs Creek-CODWR,A257,Blue Springs Creek,Uknown,Fresh,,
162,Bluebell Canyon-CODWR,A258,Bluebell Canyon,Uknown,Fresh,,
163,Bob Creek-CODWR,A259,Bob Creek,Uknown,Fresh,,
164,Bogenschutz Creek-CODWR,A260,Bogenschutz Creek,Uknown,Fresh,,
165,Boggs Creek-CODWR,A261,Boggs Creek,Uknown,Fresh,,
166,Boise Creek-CODWR,A262,Boise Creek,Uknown,Fresh,,
167,Bolton Draw-CODWR,A263,Bolton Draw,Uknown,Fresh,,
168,Boone Creek-CODWR,A264,Boone Creek,Uknown,Fresh,,
169,Boone Gulch-CODWR,A265,Boone Gulch,Uknown,Fresh,,
170,Bord Gulch-CODWR,A266,Bord Gulch,Uknown,Fresh,,
171,Boswell Creek-CODWR,A267,Boswell Creek,Uknown,Fresh,,
172,Boulder Brook-CODWR,A268,Boulder Brook,Uknown,Fresh,,
173,Boulder Creek-CODWR,A269,Boulder Creek,Uknown,Fresh,,
174,Bowen Drain-CODWR,A270,Bowen Drain,Uknown,Fresh,,
175,Bowers Creek-CODWR,A271,Bowers Creek,Uknown,Fresh,,
176,Bowles Gulch-CODWR,A272,Bowles Gulch,Uknown,Fresh,,
177,Bowman Gulch-CODWR,A273,Bowman Gulch,Uknown,Fresh,,
178,Box Creek-CODWR,A274,Box Creek,Uknown,Fresh,,
179,Box Elder Creek-CODWR,A275,Box Elder Creek,Uknown,Fresh,,
180,Box Elder Gulch-CODWR,A276,Box Elder Gulch,Uknown,Fresh,,
181,Box Spring Creek-CODWR,A277,Box Spring Creek,Uknown,Fresh,,
182,Boxelder Creek-CODWR,A278,Boxelder Creek,Uknown,Fresh,,
183,Boxelder Gulch-CODWR,A279,Boxelder Gulch,Uknown,Fresh,,
184,Bradburn Draw-CODWR,A280,Bradburn Draw,Uknown,Fresh,,
185,Brady Gulch-CODWR,A281,Brady Gulch,Uknown,Fresh,,
186,Brandy Creek-CODWR,A282,Brandy Creek,Uknown,Fresh,,
187,Brantner Gulch-CODWR,A283,Brantner Gulch,Uknown,Fresh,,
188,Bratton Creek-CODWR,A284,Bratton Creek,Uknown,Fresh,,
189,Brice Canyon-CODWR,A285,Brice Canyon,Uknown,Fresh,,
190,Bridal Veil Creek-CODWR,A286,Bridal Veil Creek,Uknown,Fresh,,
191,Bridger Creek-CODWR,A287,Bridger Creek,Uknown,Fresh,,
192,Brinker Creek-CODWR,A288,Brinker Creek,Uknown,Fresh,,
193,Brinks Draw-CODWR,A289,Brinks Draw,Uknown,Fresh,,
194,British Creek-CODWR,A290,British Creek,Uknown,Fresh,,
195,Brock Gulch-CODWR,A291,Brock Gulch,Uknown,Fresh,,
196,Broken Rib Creek-CODWR,A292,Broken Rib Creek,Uknown,Fresh,,
197,Broman Canyon-CODWR,A293,Broman Canyon,Uknown,Fresh,,
198,Brook Creek-CODWR,A294,Brook Creek,Uknown,Fresh,,
199,Brookside Gulch-CODWR,A295,Brookside Gulch,Uknown,Fresh,,
200,Broomfield Gulch-CODWR,A296,Broomfield Gulch,Uknown,Fresh,,
201,Brown Creek-CODWR,A297,Brown Creek,Uknown,Fresh,,
202,Brown Gulch-CODWR,A298,Brown Gulch,Uknown,Fresh,,
203,Browns Creek-CODWR,A299,Browns Creek,Uknown,Fresh,,
204,Browns Draw-CODWR,A300,Browns Draw,Uknown,Fresh,,
205,Bruce Creek-CODWR,A301,Bruce Creek,Uknown,Fresh,,
206,Bruff Creek-CODWR,A302,Bruff Creek,Uknown,Fresh,,
207,Brumley Draw-CODWR,A303,Brumley Draw,Uknown,Fresh,,
208,Bruno Gulch-CODWR,A304,Bruno Gulch,Uknown,Fresh,,
209,Brush Creek-CODWR,A305,Brush Creek,Uknown,Fresh,,
210,Brush Hollow Creek-CODWR,A306,Brush Hollow Creek,Uknown,Fresh,,
211,Buchanan Gulch-CODWR,A307,Buchanan Gulch,Uknown,Fresh,,
212,Buck Creek-CODWR,A308,Buck Creek,Uknown,Fresh,,
213,Buck Draw-CODWR,A309,Buck Draw,Uknown,Fresh,,
214,Buck Gulch-CODWR,A310,Buck Gulch,Uknown,Fresh,,
215,Buckhorn Creek-CODWR,A311,Buckhorn Creek,Uknown,Fresh,,
216,Buckskin Creek-CODWR,A312,Buckskin Creek,Uknown,Fresh,,
217,Buffalo Creek-CODWR,A313,Buffalo Creek,Uknown,Fresh,,
218,Buffalo Gulch-CODWR,A314,Buffalo Gulch,Uknown,Fresh,,
219,Bull Canyon-CODWR,A315,Bull Canyon,Uknown,Fresh,,
220,Bull Creek-CODWR,A316,Bull Creek,Uknown,Fresh,,
221,Bull Gulch-CODWR,A317,Bull Gulch,Uknown,Fresh,,
222,Bull Run-CODWR,A318,Bull Run,Uknown,Fresh,,
223,Bummers Gulch-CODWR,A319,Bummers Gulch,Uknown,Fresh,,
224,Bunker Creek-CODWR,A320,Bunker Creek,Uknown,Fresh,,
225,Burdeck Creek-CODWR,A321,Burdeck Creek,Uknown,Fresh,,
226,Burgess Creek-CODWR,A322,Burgess Creek,Uknown,Fresh,,
227,Burgess River-CODWR,A323,Burgess River,Uknown,Fresh,,
228,Burke Spring Creek-CODWR,A324,Burke Spring Creek,Uknown,Fresh,,
229,Burn Creek-CODWR,A325,Burn Creek,Uknown,Fresh,,
230,Burning Bear Creek-CODWR,A326,Burning Bear Creek,Uknown,Fresh,,
231,Burnt Gulch-CODWR,A327,Burnt Gulch,Uknown,Fresh,,
232,Burro Creek-CODWR,A328,Burro Creek,Uknown,Fresh,,
233,Bushee Creek-CODWR,A329,Bushee Creek,Uknown,Fresh,,
234,Bushy Creek-CODWR,A330,Bushy Creek,Uknown,Fresh,,
235,Busk Creek-CODWR,A331,Busk Creek,Uknown,Fresh,,
236,Butcherknife Creek-CODWR,A332,Butcherknife Creek,Uknown,Fresh,,
237,Butcherknife Gulch-CODWR,A333,Butcherknife Gulch,Uknown,Fresh,,
238,Butler Creek-CODWR,A334,Butler Creek,Uknown,Fresh,,
239,Butte Creek-CODWR,A335,Butte Creek,Uknown,Fresh,,
240,Butter Creek-CODWR,A336,Butter Creek,Uknown,Fresh,,
241,Butterfly Creek-CODWR,A337,Butterfly Creek,Uknown,Fresh,,
242,Buttermilk Creek-CODWR,A338,Buttermilk Creek,Uknown,Fresh,,
243,Buzzard Creek-CODWR,A339,Buzzard Creek,Uknown,Fresh,,
244,Cabezon Canyon-CODWR,A340,Cabezon Canyon,Uknown,Fresh,,
245,Cabin Creek-CODWR,A341,Cabin Creek,Uknown,Fresh,,
246,Cache Creek-CODWR,A342,Cache Creek,Uknown,Fresh,,
247,Cache la Poudre River-CODWR,A343,Cache la Poudre River,Uknown,Fresh,,
248,Cadilloso Arroyo-CODWR,A344,Cadilloso Arroyo,Uknown,Fresh,,
249,Caldwell Creek-CODWR,A345,Caldwell Creek,Uknown,Fresh,,
250,Calf Creek-CODWR,A346,Calf Creek,Uknown,Fresh,,
251,Cals Fork Gulch-CODWR,A347,Cals Fork Gulch,Uknown,Fresh,,
252,Camp Creek-CODWR,A348,Camp Creek,Uknown,Fresh,,
253,Canadian River-CODWR,A349,Canadian River,Uknown,Fresh,,
254,Canoncita Creek-CODWR,A350,Canoncita Creek,Uknown,Fresh,,
255,Cantling Creek-CODWR,A351,Cantling Creek,Uknown,Fresh,,
256,Cantrell Creek-CODWR,A352,Cantrell Creek,Uknown,Fresh,,
257,Canyon Creek-CODWR,A353,Canyon Creek,Uknown,Fresh,,
258,Capitol Creek-CODWR,A354,Capitol Creek,Uknown,Fresh,,
259,Capulin Arroyo-CODWR,A355,Capulin Arroyo,Uknown,Fresh,,
260,Carbon Creek-CODWR,A356,Carbon Creek,Uknown,Fresh,,
261,Caribou Creek-CODWR,A357,Caribou Creek,Uknown,Fresh,,
262,Carlson Arroyo-CODWR,A358,Carlson Arroyo,Uknown,Fresh,,
263,Carmel Drain Ditch-CODWR,A359,Carmel Drain Ditch,Uknown,Fresh,,
264,Carnero Creek-CODWR,A360,Carnero Creek,Uknown,Fresh,,
265,Carpenter Creek-CODWR,A361,Carpenter Creek,Uknown,Fresh,,
266,Carr Creek-CODWR,A362,Carr Creek,Uknown,Fresh,,
267,Carter Creek-CODWR,A363,Carter Creek,Uknown,Fresh,,
268,Carwyle Gulch-CODWR,A364,Carwyle Gulch,Uknown,Fresh,,
269,Cascade Creek-CODWR,A365,Cascade Creek,Uknown,Fresh,,
270,Casteel Creek-CODWR,A366,Casteel Creek,Uknown,Fresh,,
271,Castle Creek-CODWR,A367,Castle Creek,Uknown,Fresh,,
272,Castleman Gulch-CODWR,A368,Castleman Gulch,Uknown,Fresh,,
273,Casto Creek-CODWR,A369,Casto Creek,Uknown,Fresh,,
274,Cat Creek-CODWR,A370,Cat Creek,Uknown,Fresh,,
275,Catamount Creek-CODWR,A371,Catamount Creek,Uknown,Fresh,,
276,Cataract Creek-CODWR,A372,Cataract Creek,Uknown,Fresh,,
277,Cathedral Creek-CODWR,A373,Cathedral Creek,Uknown,Fresh,,
278,Cattle Creek-CODWR,A374,Cattle Creek,Uknown,Fresh,,
279,Cebolla Creek-CODWR,A375,Cebolla Creek,Uknown,Fresh,,
280,Cedar Creek-CODWR,A376,Cedar Creek,Uknown,Fresh,,
281,Cedar Mountain Gulch-CODWR,A377,Cedar Mountain Gulch,Uknown,Fresh,,
282,Cedar Springs Draw-CODWR,A378,Cedar Springs Draw,Uknown,Fresh,,
283,Cement Creek-CODWR,A379,Cement Creek,Uknown,Fresh,,
284,Center Creek-CODWR,A380,Center Creek,Uknown,Fresh,,
285,Central Branch-CODWR,A381,Central Branch,Uknown,Fresh,,
286,Chalk Creek-CODWR,A382,Chalk Creek,Uknown,Fresh,,
287,Chance Gulch-CODWR,A383,Chance Gulch,Uknown,Fresh,,
288,Chandler Creek-CODWR,A384,Chandler Creek,Uknown,Fresh,,
289,Chaney Arroyo-CODWR,A385,Chaney Arroyo,Uknown,Fresh,,
290,Chaparral Creek-CODWR,A386,Chaparral Creek,Uknown,Fresh,,
291,Chase Gulch-CODWR,A387,Chase Gulch,Uknown,Fresh,,
292,Chedsey Creek-CODWR,A388,Chedsey Creek,Uknown,Fresh,,
293,Cheney Creek-CODWR,A389,Cheney Creek,Uknown,Fresh,,
294,Cherry Creek-CODWR,A390,Cherry Creek,Uknown,Fresh,,
295,CHEYENNE-CODWR,A391,CHEYENNE,Uknown,Fresh,,
296,Cheyenne Creek-CODWR,A392,Cheyenne Creek,Uknown,Fresh,,
297,Chicago Creek-CODWR,A393,Chicago Creek,Uknown,Fresh,,
298,Chicken Creek-CODWR,A394,Chicken Creek,Uknown,Fresh,,
299,Chico Creek-CODWR,A395,Chico Creek,Uknown,Fresh,,
300,Chicorica Creek-CODWR,A396,Chicorica Creek,Uknown,Fresh,,
301,Chicosa Arroyo-CODWR,A397,Chicosa Arroyo,Uknown,Fresh,,
302,Chicosa Creek-CODWR,A398,Chicosa Creek,Uknown,Fresh,,
303,Chief Creek-CODWR,A399,Chief Creek,Uknown,Fresh,,
304,Chimney Creek-CODWR,A400,Chimney Creek,Uknown,Fresh,,
305,Chimney Rock Draw-CODWR,A401,Chimney Rock Draw,Uknown,Fresh,,
306,Chinchue Arroya-CODWR,A402,Chinchue Arroya,Uknown,Fresh,,
307,Chiquita Creek-CODWR,A403,Chiquita Creek,Uknown,Fresh,,
308,Chokecherry Draw-CODWR,A404,Chokecherry Draw,Uknown,Fresh,,
309,Cimarron River-CODWR,A405,Cimarron River,Uknown,Fresh,,
310,Cinder Gulch-CODWR,A406,Cinder Gulch,Uknown,Fresh,,
311,Circle Creek-CODWR,A407,Circle Creek,Uknown,Fresh,,
312,Clark Wash-CODWR,A408,Clark Wash,Uknown,Fresh,,
313,Clear Creek-CODWR,A409,Clear Creek,Uknown,Fresh,,
314,Cliff Creek-CODWR,A410,Cliff Creek,Uknown,Fresh,,
315,Clifford Gulch Stream-CODWR,A411,Clifford Gulch Stream,Uknown,Fresh,,
316,Clines Slough-CODWR,A412,Clines Slough,Uknown,Fresh,,
317,Clover Creek-CODWR,A413,Clover Creek,Uknown,Fresh,,
318,Coal Bank Draw-CODWR,A414,Coal Bank Draw,Uknown,Fresh,,
319,Coal Bank Gulch-CODWR,A415,Coal Bank Gulch,Uknown,Fresh,,
320,Coal Creek-CODWR,A416,Coal Creek,Uknown,Fresh,,
321,Coal Gulch-CODWR,A417,Coal Gulch,Uknown,Fresh,,
322,Coalbank Creek-CODWR,A418,Coalbank Creek,Uknown,Fresh,,
323,Coates Creek-CODWR,A419,Coates Creek,Uknown,Fresh,,
324,Cochetopa Creek-CODWR,A420,Cochetopa Creek,Uknown,Fresh,,
325,Colburn Creek-CODWR,A421,Colburn Creek,Uknown,Fresh,,
326,Cold Creek-CODWR,A422,Cold Creek,Uknown,Fresh,,
327,Cold Spring Creek-CODWR,A423,Cold Spring Creek,Uknown,Fresh,,
328,Cold Springs Creek-CODWR,A424,Cold Springs Creek,Uknown,Fresh,,
329,Cole Creek-CODWR,A425,Cole Creek,Uknown,Fresh,,
330,Coleman Creek-CODWR,A426,Coleman Creek,Uknown,Fresh,,
331,Collier Creek-CODWR,A427,Collier Creek,Uknown,Fresh,,
332,Collins Creek-CODWR,A428,Collins Creek,Uknown,Fresh,,
333,Colorado Creek-CODWR,A429,Colorado Creek,Uknown,Fresh,,
334,Colorado Gulch Creek-CODWR,A430,Colorado Gulch Creek,Uknown,Fresh,,
335,Colorado River-CODWR,A431,Colorado River,Uknown,Fresh,,
336,Columbia Creek-CODWR,A432,Columbia Creek,Uknown,Fresh,,
337,Comanche Creek-CODWR,A433,Comanche Creek,Uknown,Fresh,,
338,Como Creek-CODWR,A434,Como Creek,Uknown,Fresh,,
339,Conejos River-CODWR,A435,Conejos River,Uknown,Fresh,,
340,Coney Creek-CODWR,A436,Coney Creek,Uknown,Fresh,,
341,CONFINED SAN LUIS VALLEY-CODWR,A437,CONFINED SAN LUIS VALLEY,Uknown,Fresh,,
342,Conn Creek-CODWR,A438,Conn Creek,Uknown,Fresh,,
343,Conway Draw-CODWR,A439,Conway Draw,Uknown,Fresh,,
344,Cook Creek-CODWR,A440,Cook Creek,Uknown,Fresh,,
345,Coolbroth Creek-CODWR,A441,Coolbroth Creek,Uknown,Fresh,,
346,Coon Creek-CODWR,A442,Coon Creek,Uknown,Fresh,,
347,Coon Track Creek-CODWR,A443,Coon Track Creek,Uknown,Fresh,,
348,Cooper Slough-CODWR,A444,Cooper Slough,Uknown,Fresh,,
349,Copper Creek-CODWR,A445,Copper Creek,Uknown,Fresh,,
350,Copper Gulch-CODWR,A446,Copper Gulch,Uknown,Fresh,,
351,Corbett Creek-CODWR,A447,Corbett Creek,Uknown,Fresh,,
352,Cornelius Creek-CODWR,A448,Cornelius Creek,Uknown,Fresh,,
353,Corral Creek-CODWR,A449,Corral Creek,Uknown,Fresh,,
354,Corral Gulch-CODWR,A450,Corral Gulch,Uknown,Fresh,,
355,Cosseboon Creek-CODWR,A451,Cosseboon Creek,Uknown,Fresh,,
356,Costilla Creek-CODWR,A452,Costilla Creek,Uknown,Fresh,,
357,Cotton Creek-CODWR,A453,Cotton Creek,Uknown,Fresh,,
358,Cottonwood Creek-CODWR,A454,Cottonwood Creek,Uknown,Fresh,,
359,Cottonwood Gulch-CODWR,A455,Cottonwood Gulch,Uknown,Fresh,,
